occ_code,occ_title,group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
25-1067,"Sociology teachers, postsecondary",,         14980,       2.2,*,         59030,           1.2,*,*,*,*,*,         30260,         40880,         54320,         72320,         93310,TRUE,
25-1069,"Social sciences teachers, postsecondary, all other",,          6330,       7.0,*,         66060,           2.6,*,*,*,*,*,         29370,         43260,         60040,         84600,        115330,TRUE,
25-1071,"Health specialties teachers, postsecondary",,        108680,       3.3,*,         82450,           2.0,*,*,*,*,*,         34470,         48960,         70890,        104410,#,TRUE,
25-1072,"Nursing instructors and teachers, postsecondary",,         37020,       2.0,*,         56840,           0.8,*,*,*,*,*,         32850,         41920,         53160,         67900,         86570,TRUE,
25-1081,"Education teachers, postsecondary",,         51320,       2.6,*,         54790,           1.3,*,*,*,*,*,         28430,         37250,         50380,         66950,         89890,TRUE,
25-1082,"Library science teachers, postsecondary",,          3960,       6.6,*,         56630,           1.7,*,*,*,*,*,         31850,         42390,         53810,         68330,         87020,TRUE,
25-1111,"Criminal justice and law enforcement teachers, postsecondary",,          9880,       3.2,*,         52930,           1.1,*,*,*,*,*,         28380,         38160,         49240,         64670,         84910,TRUE,
25-1112,"Law teachers, postsecondary",,         13560,       6.7,*,         95570,           1.9,*,*,*,*,*,         39860,         59000,         89790,        123070,#,TRUE,
25-1113,"Social work teachers, postsecondary",,          7440,       3.2,*,         56520,           1.2,*,*,*,*,*,         30570,         41180,         52660,         67480,         87930,TRUE,
25-1121,"Art, drama, and music teachers, postsecondary",,         69260,       1.8,*,         55340,           1.0,*,*,*,*,*,         28680,         38330,         51240,         68030,         88380,TRUE,
25-1122,"Communications teachers, postsecondary",,         22320,       2.0,*,         54010,           0.8,*,*,*,*,*,         28650,         38590,         50890,         66910,         86050,TRUE,
25-1123,"English language and literature teachers, postsecondary",,         58710,       1.8,*,         53950,           0.7,*,*,*,*,*,         27740,         37300,         49480,         66440,         87710,TRUE,
25-1124,"Foreign language and literature teachers, postsecondary",,         23830,       2.7,*,         53400,           0.8,*,*,*,*,*,         29130,         37880,         49570,         65620,         86070,TRUE,
25-1125,"History teachers, postsecondary",,         20520,       1.8,*,         59450,           0.7,*,*,*,*,*,         31370,         41660,         54780,         72190,         93920,TRUE,
25-1126,"Philosophy and religion teachers, postsecondary",,         18340,       3.8,*,         57960,           0.9,*,*,*,*,*,         30490,         40340,         53210,         70710,         91920,TRUE,
25-1191,Graduate teaching assistants,,        117970,       5.5,*,         29170,           2.6,*,*,*,*,*,         14450,         19980,         27340,         36290,         45420,TRUE,
25-1192,"Home economics teachers, postsecondary",,          4010,       4.3,*,         51760,           2.0,*,*,*,*,*,         24600,         36150,         48720,         65100,         84630,TRUE,
25-1193,"Recreation and fitness studies teachers, postsecondary",,         16530,       3.2,*,         48960,           1.1,*,*,*,*,*,         22220,         32360,         45890,         62450,         81130,TRUE,
25-1194,"Vocational education teachers, postsecondary",,        105980,       1.8,         21.69,         45110,           0.8,         11.69,         15.05,         20.07,         26.69,         34.42,         24320,         31310,         41750,         55530,         71590,,
25-1199,"Postsecondary teachers, all other",,        267280,       2.5,*,         67540,           1.2,*,*,*,*,*,         30790,         43650,         61410,         86810,        112800,TRUE,
25-2011,"Preschool teachers, except special education",,        348690,       1.3,         12.09,         25150,           2.2,          7.02,          8.34,         10.57,         13.84,         18.69,         14610,         17340,         21990,         28800,         38870,,
25-2012,"Kindergarten teachers, except special education",,        171290,       2.1,*,         45250,           2.6,*,*,*,*,*,         27260,         33630,         42230,         54370,         68520,TRUE,
25-2021,"Elementary school teachers, except special education",,       1486650,       0.9,*,         46990,           1.5,*,*,*,*,*,         29360,         35480,         44040,         56150,         70000,TRUE,
25-2022,"Middle school teachers, except special and vocational education",,        637340,       1.3,*,         47890,           1.2,*,*,*,*,*,         30390,         36360,         44640,         56740,         70910,TRUE,
25-2023,"Vocational education teachers, middle school",,         15380,       3.0,*,         46080,           0.9,*,*,*,*,*,         30250,         36220,         43820,         54420,         67280,TRUE,
25-2031,"Secondary school teachers, except special and vocational education",,       1015740,       1.2,*,         49400,           1.7,*,*,*,*,*,         30530,         37120,         46060,         58890,         73330,TRUE,
25-2032,"Vocational education teachers, secondary school",,         96600,       2.3,*,         49240,           0.8,*,*,*,*,*,         31710,         38430,         47090,         57880,         70410,TRUE,
25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,        214060,       1.7,*,         47820,           1.3,*,*,*,*,*,         30500,         36420,         44630,         56800,         70300,TRUE,
25-2042,"Special education teachers, middle school",,        103480,       1.9,*,         50340,           4.2,*,*,*,*,*,         30840,         36730,         45490,         58660,         76720,TRUE,
25-2043,"Special education teachers, secondary school",,        136290,       2.0,*,         50880,           2.3,*,*,*,*,*,         31500,         37810,         46820,         60780,         74840,TRUE,
25-3011,"Adult literacy, remedial education, and GED teachers and instructors",,         66070,       2.2,         21.21,         44110,           2.5,         11.26,         14.79,         19.84,         26.13,         34.52,         23420,         30760,         41270,         54350,         71810,,
25-3021,Self-enrichment education teachers,,        141650,       2.1,         17.68,         36760,           1.0,          8.24,         10.86,         15.56,         21.82,         30.68,         17140,         22590,         32360,         45380,         63820,,
25-3099,"Teachers and instructors, all other",,        530670,       1.4,*,         33510,           1.4,*,*,*,*,*,         15790,         19990,         27130,         41300,         60070,TRUE,
25-4011,Archivists,,          5410,       6.4,         19.64,         40850,           1.7,         10.04,         13.83,         17.99,         23.44,         31.84,         20890,         28770,         37420,         48750,         66220,,
25-4012,Curators,,          8790,       3.6,         23.64,         49180,           1.2,         12.69,         16.17,         21.75,         29.01,         37.95,         26400,         33630,         45240,         60340,         78930,,
25-4013,Museum technicians and conservators,,          9370,       4.3,         17.94,         37320,           2.3,          9.48,         12.27,         16.39,         21.88,         28.93,         19720,         25520,         34090,         45510,         60180,,
25-4021,Librarians,,        146740,       1.0,         23.61,         49110,           0.4,         14.30,         18.27,         22.79,         28.14,         34.56,         29740,         38000,         47400,         58520,         71890,,
25-4031,Library technicians,,        115770,       3.3,         12.95,         26940,           0.8,          7.28,          9.29,         12.33,         16.00,         19.97,         15150,         19330,         25650,         33280,         41540,,
25-9011,Audio-visual collections specialists,,          6910,       4.6,         19.76,         41100,           1.3,         10.10,         13.96,         19.36,         25.27,         30.58,         21010,         29030,         40260,         52570,         63600,,
25-9021,Farm and home management advisors,,         12620,       5.7,         22.05,         45860,           3.8,         10.37,         14.95,         20.14,         26.18,         33.94,         21560,         31090,         41890,         54460,         70590,,
25-9031,Instructional coordinators,,        112880,       2.0,         25.66,         53360,           0.7,         13.73,         17.81,         24.24,         32.39,         40.65,         28560,         37030,         50430,         67370,         84550,,
25-9041,Teacher assistants,,       1260400,       0.8,*,         21100,           0.6,*,*,*,*,*,         13380,         15910,         20090,         25300,         30530,TRUE,
25-9099,"Education, training, and library workers, all other",,         72450,       2.6,         16.33,         33970,           2.1,          6.93,          8.96,         14.37,         20.61,         29.00,         14410,         18640,         29880,         42860,         60310,,
27-0000,"Arts, design, entertainment, sports, and media occupations",major,       1683310,       0.7,         21.30,         44310,           0.6,          8.20,         11.78,         17.71,         26.35,         38.38,         17050,         24500,         36830,         54810,         79840,,
27-1011,Art directors,,         29350,       2.3,         35.48,         73790,           1.0,         17.60,         22.86,         30.75,         43.01,         60.52,         36610,         47560,         63950,         89460,        125890,,
27-1012,Craft artists,,          4300,       7.3,         13.15,         27360,           3.5,          6.41,          8.67,         10.78,         16.51,         22.27,         13340,         18040,         22430,         34350,         46320,,
27-1013,"Fine artists, including painters, sculptors, and illustrators",,         10390,       7.3,         22.44,         46670,           3.8,          9.41,         13.92,         19.85,         27.38,         38.44,         19580,         28950,         41280,         56940,         79950,,
27-1014,Multi-media artists and animators,,         23790,       5.5,         27.53,         57270,           3.8,         14.27,         18.51,         24.18,         33.13,         44.74,         29680,         38510,         50290,         68910,         93060,,
27-1019,"Artists and related workers, all other",,          5290,       6.6,         17.73,         36880,           3.0,          7.25,         10.25,         15.01,         21.74,         31.31,         15070,         21320,         31230,         45210,         65130,,
27-1021,Commercial and industrial designers,,         31650,       3.5,         27.30,         56780,           1.4,         14.29,         18.86,         25.10,         33.78,         42.90,         29720,         39220,         52200,         70260,         89230,,
27-1022,Fashion designers,,         12980,       8.8,         32.39,         67370,           4.6,         14.71,         19.78,         29.26,         41.97,         54.29,         30600,         41140,         60860,         87300,        112930,,
27-1023,Floral designers,,         63920,       1.7,         10.77,         22410,           0.7,          7.07,          8.29,         10.12,         12.67,         15.85,         14710,         17250,         21060,         26360,         32960,,
27-1024,Graphic designers,,        178530,       1.3,         20.45,         42530,           0.7,         11.13,         14.16,         18.46,         24.69,         32.53,         23160,         29460,         38390,         51360,         67660,,
27-1025,Interior designers,,         50020,       2.3,         22.60,         47010,           1.8,         11.45,         14.94,         19.88,         26.70,         36.47,         23820,         31080,         41350,         55540,         75860,,
27-1026,Merchandise displayers and window trimmers,,         64320,       2.7,         12.10,         25170,           0.8,          7.21,          8.57,         10.86,         14.02,         18.84,         15000,         17830,         22590,         29170,         39180,,
27-1027,Set and exhibit designers,,          8380,       6.3,         20.15,         41920,           1.7,         10.13,         13.35,         17.98,         25.43,         33.49,         21070,         27770,         37390,         52900,         69650,,
27-1029,"Designers, all other",,         12410,       4.8,         22.99,         47810,           1.9,         10.22,         14.93,         20.96,         29.59,         37.70,         21260,         31060,         43600,         61550,         78420,,
27-2011,Actors,,         59590,       6.7,         23.73,*,           4.4,          7.09,          8.39,         13.60,         34.59,         56.67,*,*,*,*,*,,TRUE
27-2012,Producers and directors,,         59070,       2.3,         33.16,         68970,           3.1,         12.92,         17.62,         25.89,         40.68,         68.03,         26870,         36650,         53860,         84610,        141500,,
27-2021,Athletes and sports competitors,,         12230,       6.4,*,         71900,           5.2,*,*,*,*,*,         14330,         21470,         39930,         93360,#,TRUE,
27-2022,Coaches and scouts,,        145440,       1.7,*,         32050,           0.8,*,*,*,*,*,         13650,         17420,         25990,         39470,         56400,TRUE,
27-2023,"Umpires, referees, and other sports officials",,         12800,       6.9,*,         27150,           2.4,*,*,*,*,*,         14160,         16710,         21610,         33740,         44890,TRUE,
27-2031,Dancers,,         16240,       6.2,         13.22,*,           3.5,          6.16,          6.92,          8.92,         16.72,         24.40,*,*,*,*,*,,TRUE
27-2032,Choreographers,,         16150,       5.9,         18.26,         37970,           3.2,          7.44,          9.97,         15.84,         23.11,         33.21,         15480,         20730,         32950,         48070,         69070,,
27-2041,Music directors and composers,,          8610,       9.6,         20.90,         43470,           3.6,          7.85,         11.40,         16.74,         24.51,         38.57,         16330,         23710,         34810,         50980,         80220,,
27-2042,Musicians and singers,,         50410,       3.9,         25.16,*,           3.8,          6.80,         10.91,         17.90,         32.16,         52.78,*,*,*,*,*,,TRUE
27-2099,"Entertainers and performers, sports and related workers, all other",,         68540,      11.9,         17.92,*,           6.4,          7.83,         10.60,         15.73,         21.84,         30.94,*,*,*,*,*,,TRUE
27-3011,Radio and television announcers,,         41090,       2.1,         17.11,         35600,           2.1,          6.39,          7.98,         11.60,         18.37,         32.68,         13290,         16600,         24120,         38210,         67980,,
27-3012,Public address system and other announcers,,          8150,       5.1,         14.98,         31160,           2.7,          6.53,          8.01,         11.20,         17.66,         27.15,         13580,         16660,         23290,         36740,         56470,,
27-3021,Broadcast news analysts,,          6680,       3.7,         30.73,         63920,           2.5,          9.91,         13.31,         20.58,         38.44,#,         20610,         27670,         42810,         79950,#,,
27-3022,Reporters and correspondents,,         52920,       2.4,         19.41,         40370,           1.5,          8.80,         11.23,         15.52,         24.32,         34.24,         18300,         23350,         32270,         50580,         71220,,
27-3031,Public relations specialists,,        191430,       1.3,         24.56,         51080,           0.6,         12.92,         16.32,         21.64,         29.77,         40.53,         26870,         33940,         45020,         61920,         84300,,
27-3041,Editors,,         96270,       2.1,         24.88,         51750,           0.9,         12.94,         16.48,         21.88,         30.28,         40.98,         26910,         34270,         45510,         62980,         85230,,
27-3042,Technical writers,,         46250,       2.7,         27.75,         57720,           0.8,         15.98,         20.52,         26.52,         33.86,         42.09,         33250,         42690,         55160,         70440,         87550,,
27-3043,Writers and authors,,         43020,       4.5,         25.89,         53850,           1.5,         11.69,         16.04,         22.32,         31.13,         43.24,         24320,         33360,         46420,         64750,         89940,,
27-3091,Interpreters and translators,,         29240,       4.0,         18.41,         38300,           1.6,          9.88,         12.97,         16.73,         22.08,         29.70,         20540,         26970,         34800,         45920,         61770,,
27-3099,"Media and communication workers, all other",,         25660,       3.5,         22.13,         46030,           2.1,         10.51,         14.52,         20.14,         27.66,         37.71,         21860,         30210,         41890,         57540,         78430,,
27-4011,Audio and video equipment technicians,,         40390,       3.5,         17.48,         36350,           1.3,          9.30,         12.08,         15.84,         21.03,         27.57,         19350,         25120,         32940,         43740,         57340,,
27-4012,Broadcast technicians,,         30730,       3.3,         17.00,         35350,           1.5,          7.46,          9.83,         14.62,         21.61,         31.41,         15510,         20440,         30410,         44950,         65340,,
27-4013,Radio operators,,          1190,       6.0,         18.21,         37880,           2.3,          9.74,         13.04,         17.42,         22.86,         27.41,         20270,         27130,         36230,         47550,         57020,,
27-4014,Sound engineering technicians,,         12680,       6.5,         22.98,         47790,           2.6,          9.47,         13.17,         18.46,         29.55,         42.49,         19700,         27380,         38390,         61460,         88370,,
27-4021,Photographers,,         58260,       2.6,         15.10,         31410,           2.0,          7.33,          8.86,         12.55,         17.97,         25.92,         15240,         18420,         26100,         37370,         53900,,
27-4031,"Camera operators, television, video, and motion picture",,         22530,       5.5,         22.13,         46040,           3.8,          8.55,         13.18,         20.01,         28.13,         39.09,         17790,         27420,         41610,         58510,         81300,,
27-4032,Film and video editors,,         15200,       5.0,         26.31,         54730,           2.5,         10.70,         14.76,         22.56,         34.38,         48.96,         22260,         30710,         46930,         71510,        101830,,
27-4099,"Media and communication equipment workers, all other",,         17200,       4.7,         24.81,         51610,           3.6,          8.72,         13.66,         22.95,         33.25,         42.66,         18140,         28410,         47740,         69170,         88730,,
29-0000,Healthcare practitioners and technical occupations,major,       6547350,       0.4,         28.45,         59170,           0.2,         12.34,         17.30,         23.83,         32.69,         48.63,         25670,         35980,         49570,         68000,        101140,,
29-1011,Chiropractors,,         24290,       3.5,         39.45,         82060,           2.6,         15.82,         22.20,         32.31,         49.48,#,         32900,         46170,         67200,        102920,#,,
29-1021,"Dentists, general",,         86270,       3.1,         64.27,        133680,           1.4,         31.14,         43.71,         60.24,#,#,         64770,         90920,        125300,#,#,,
29-1022,Oral and maxillofacial surgeons,,          5120,      13.3,         77.24,        160660,           4.7,         31.22,         49.75,#,#,#,         64930,        103470,#,#,#,,
29-1023,Orthodontists,,          4820,      12.6,         78.56,        163410,           4.3,         35.24,         56.49,#,#,#,         73300,        117500,#,#,#,,
29-1024,Prosthodontists,,           560,      30.0,         70.23,        146080,           6.9,         30.44,         39.32,#,#,#,         63310,         81790,#,#,#,,
29-1029,"Dentists, all other specialists",,          3480,      16.4,         55.60,        115640,           7.8,         19.19,         25.46,         45.48,#,#,         39910,         52960,         94600,#,#,,
29-1031,Dietitians and nutritionists,,         48850,       1.8,         22.09,         45950,           0.5,         13.97,         17.77,         21.61,         26.31,         31.63,         29050,         36960,         44940,         54730,         65780,,
29-1041,Optometrists,,         23720,       3.5,         45.91,         95500,           1.7,         20.60,         30.96,         42.33,         55.10,#,         42860,         64400,         88040,        114600,#,,
29-1051,Pharmacists,,        229740,       0.8,         42.62,         88650,           0.3,         30.94,         37.80,         43.18,         49.66,         54.48,         64350,         78620,         89820,        103300,        113310,,
29-1061,Anesthesiologists,,         27970,       7.4,         83.77,        174240,           1.6,         51.94,#,#,#,#,        108040,#,#,#,#,,
29-1062,Family and general practitioners,,        112150,       2.6,         67.49,        140370,           1.4,         27.25,         48.76,         67.50,#,#,         56680,        101420,        140400,#,#,,
29-1063,"Internists, general",,         48210,       3.7,         75.27,        156550,           1.3,         42.69,         59.98,#,#,#,         88790,        124750,#,#,#,,
29-1064,Obstetricians and gynecologists,,         21910,       5.7,         82.60,        171810,           1.6,         46.14,#,#,#,#,         95960,#,#,#,#,,
29-1065,"Pediatricians, general",,         26400,       4.9,         66.94,        139230,           1.8,         31.98,         48.63,         65.67,#,#,         66520,        101150,        136600,#,#,,
29-1066,Psychiatrists,,         23450,      12.2,         70.26,        146150,           3.6,         30.68,         54.75,#,#,#,         63820,        113880,#,#,#,,
29-1067,Surgeons,,         52930,       4.8,         85.43,        177690,           1.1,         56.04,#,#,#,#,        116560,#,#,#,#,,
29-1069,"Physicians and surgeons, all other",,        180210,       2.2,         66.79,        138910,           1.2,         21.56,         45.21,         68.98,#,#,         44850,         94030,        143480,#,#,,
29-1071,Physician assistants,,         63350,       2.9,         34.17,         71070,           1.1,         18.45,         28.49,         34.63,         41.60,         48.31,         38370,         59260,         72030,         86530,        100490,,
29-1081,Podiatrists,,          8290,       5.8,         53.49,        111250,           2.7,         21.15,         32.22,         48.34,#,#,         43990,         67010,        100550,#,#,,
29-1111,Registered nurses,,       2368070,       0.6,         27.35,         56880,           0.2,         18.59,         21.98,         26.28,         32.04,         38.20,         38660,         45710,         54670,         66650,         79460,,
29-1121,Audiologists,,         10330,       4.9,         27.72,         57660,           2.5,         17.27,         21.34,         25.72,         31.59,         39.70,         35920,         44400,         53490,         65710,         82580,,
29-1122,Occupational therapists,,         87430,       1.3,         28.41,         59100,           0.4,         18.67,         22.88,         27.34,         33.53,         41.08,         38840,         47590,         56860,         69740,         85450,,
29-1123,Physical therapists,,        151280,       1.1,         31.42,         65350,           0.5,         21.51,         25.13,         30.33,         35.83,         43.66,         44750,         52270,         63080,         74530,         90810,,
29-1124,Radiation therapists,,         14120,       5.5,         30.59,         63620,           0.8,         20.37,         24.65,         29.97,         35.38,         41.85,         42380,         51270,         62340,         73600,         87060,,
29-1125,Recreational therapists,,         23260,       1.6,         16.90,         35150,           0.7,          9.68,         12.48,         16.10,         20.79,         25.73,         20140,         25970,         33480,         43240,         53520,,
29-1126,Respiratory therapists,,         95320,       1.1,         22.24,         46270,           0.3,         16.19,         18.78,         21.70,         25.68,         28.98,         33680,         39050,         45140,         53410,         60280,,
29-1127,Speech-language pathologists,,         94660,       1.4,         27.89,         58000,           0.7,         17.49,         21.19,         26.38,         33.20,         41.53,         36380,         44080,         54880,         69060,         86380,,
29-1129,"Therapists, all other",,          9730,       7.5,         21.96,         45680,           3.5,         10.06,         14.42,         20.22,         26.45,         34.83,         20930,         29990,         42070,         55020,         72440,,
29-1131,Veterinarians,,         47870,       1.9,         37.36,         77710,           1.1,         19.69,         25.74,         33.13,         43.64,         61.08,         40960,         53550,         68910,         90760,        127050,,
29-1199,"Health diagnosing and treating practitioners, all other",,         57880,       3.8,         42.13,         87630,           2.8,         13.99,         19.40,         27.64,         66.09,#,         29100,         40340,         57480,        137470,#,,
29-2011,Medical and clinical laboratory technologists,,        155250,       1.1,         23.37,         48600,           0.4,         16.09,         19.23,         22.94,         26.94,         31.98,         33480,         40000,         47710,         56030,         66510,,
29-2012,Medical and clinical laboratory technicians,,        142330,       1.6,         15.95,         33170,           0.5,          9.95,         12.18,         15.24,         18.99,         23.00,         20700,         25330,         31700,         39500,         47840,,
29-2021,Dental hygienists,,        161140,       2.1,         29.15,         60620,           0.9,         18.49,         23.62,         29.28,         34.36,         41.18,         38470,         49120,         60890,         71480,         85660,,
29-2031,Cardiovascular technologists and technicians,,         43560,       1.6,         19.99,         41580,           0.5,         10.97,         13.91,         19.43,         25.23,         30.29,         22810,         28930,         40420,         52480,         63010,,
29-2032,Diagnostic medical sonographers,,         43590,       2.0,         26.65,         55430,           0.6,         18.73,         22.46,         26.14,         30.93,         35.16,         38970,         46710,         54370,         64330,         73130,,
29-2033,Nuclear medicine technologists,,         18280,       2.6,         29.10,         60530,           0.5,         21.47,         24.51,         28.69,         33.54,         38.81,         44650,         50980,         59670,         69760,         80730,,
29-2034,Radiologic technologists and technicians,,        184580,       1.2,         22.60,         47010,           0.5,         15.04,         18.39,         22.09,         26.49,         31.36,         31290,         38250,         45950,         55100,         65220,,
29-2041,Emergency medical technicians and paramedics,,        196880,       1.8,         13.68,         28440,           0.8,          7.99,          9.84,         12.54,         16.49,         21.18,         16620,         20470,         26080,         34310,         44050,,
29-2051,Dietetic technicians,,         23780,       2.3,         12.20,         25380,           0.7,          7.16,          8.59,         11.28,         14.78,         17.98,         14890,         17860,         23470,         30740,         37400,,
29-2052,Pharmacy technicians,,        266790,       0.9,         12.19,         25350,           0.3,          8.22,          9.66,         11.73,         14.26,         16.90,         17100,         20080,         24390,         29650,         35150,,
29-2053,Psychiatric technicians,,         62040,       2.2,         14.04,         29210,           1.3,          8.93,         10.27,         12.87,         16.94,         21.53,         18580,         21360,         26770,         35230,         44780,,
29-2054,Respiratory therapy technicians,,         22060,       4.6,         18.57,         38620,           0.5,         12.34,         15.11,         18.37,         21.65,         25.83,         25680,         31420,         38200,         45030,         53720,,
29-2055,Surgical technologists,,         83680,       2.0,         17.27,         35920,           0.4,         11.79,         14.10,         16.75,         20.20,         23.42,         24530,         29330,         34830,         42010,         48710,,
29-2056,Veterinary technologists and technicians,,         63860,       2.2,         12.84,         26710,           0.8,          8.51,         10.03,         12.34,         15.17,         17.96,         17700,         20870,         25670,         31560,         37360,,
29-2061,Licensed practical and licensed vocational nurses,,        710020,       0.6,         17.41,         36210,           0.2,         12.18,         14.41,         16.94,         20.28,         23.32,         25340,         29970,         35230,         42180,         48510,,
29-2071,Medical records and health information technicians,,        160450,       1.1,         13.81,         28720,           0.3,          8.85,         10.33,         12.83,         16.45,         20.65,         18410,         21480,         26690,         34210,         42960,,
29-2081,"Opticians, dispensing",,         70090,       3.0,         14.80,         30770,           0.9,          8.89,         10.80,         13.94,         17.75,         21.98,         18490,         22470,         29000,         36920,         45720,,
29-2091,Orthotists and prosthetists,,          5190,       8.7,         28.87,         60050,           3.6,         14.00,         18.90,         25.85,         34.26,         44.86,         29110,         39310,         53760,         71270,         93310,,
29-2099,"Health technologists and technicians, all other",,         71140,       2.6,         18.04,         37520,           0.9,         10.27,         12.76,         16.49,         21.52,         27.70,         21360,         26540,         34300,         44770,         57610,,
29-9011,Occupational health and safety specialists,,         35460,       1.6,         26.83,         55800,           0.5,         15.62,         19.96,         25.82,         32.88,         40.30,         32500,         41510,         53710,         68400,         83810,,
29-9012,Occupational health and safety technicians,,          9510,       2.5,         22.17,         46120,           1.3,         11.55,         15.24,         20.75,         28.28,         35.25,         24020,         31690,         43150,         58830,         73310,,
29-9091,Athletic trainers,,         15110,       4.6,*,         36520,           1.4,*,*,*,*,*,         20240,         26930,         34260,         43080,         54640,TRUE,
29-9099,"Healthcare practitioners and technical workers, all other",,         50880,       3.9,         19.03,         39590,           1.4,          9.39,         11.92,         16.12,         23.01,         32.77,         19540,         24800,         33520,         47860,         68160,,
31-0000,Healthcare support occupations,major,       3363800,       0.4,         11.47,         23850,           0.2,          7.43,          8.86,         10.64,         13.34,         16.63,         15460,         18430,         22140,         27740,         34580,,
31-1011,Home health aides,,        663280,       1.1,          9.34,         19420,           0.4,          6.80,          7.67,          9.04,         10.51,         12.67,         14140,         15950,         18800,         21860,         26350,,
31-1012,"Nursing aides, orderlies, and attendants",,       1391430,       0.5,         10.67,         22200,           0.2,          7.49,          8.84,         10.31,         12.41,         14.51,         15580,         18380,         21440,         25810,         30190,,
31-1013,Psychiatric aides,,         56150,       2.3,         11.47,         23860,           1.2,          7.53,          8.82,         11.02,         13.69,         16.39,         15650,         18340,         22920,         28470,         34090,,
31-2011,Occupational therapist assistants,,         22160,       1.9,         19.13,         39800,           0.6,         11.86,         15.55,         19.11,         22.33,         26.46,         24670,         32340,         39750,         46440,         55030,,
31-2012,Occupational therapist aides,,          6220,       5.6,         13.20,         27450,           1.9,          7.92,          9.47,         11.69,         16.06,         21.25,         16460,         19700,         24310,         33400,         44190,,
31-2021,Physical therapist assistants,,         58670,       1.7,         18.98,         39490,           0.5,         12.33,         15.56,         18.98,         21.99,         26.19,         25640,         32350,         39490,         45730,         54480,,
31-2022,Physical therapist aides,,         41930,       2.5,         11.01,         22900,           1.1,          7.49,          8.76,         10.34,         12.67,         15.64,         15580,         18210,         21510,         26360,         32520,,
31-9011,Massage therapists,,         37670,       3.5,         19.33,         40210,           4.8,          7.21,         10.28,         15.81,         24.92,         34.16,         15000,         21370,         32890,         51840,         71060,,
31-9091,Dental assistants,,        270720,       1.3,         14.41,         29970,           0.6,          9.46,         11.53,         14.19,         16.92,         20.21,         19680,         23980,         29520,         35190,         42030,,
31-9092,Medical assistants,,        382720,       1.4,         12.58,         26160,           0.6,          8.81,         10.17,         12.19,         14.49,         16.96,         18330,         21150,         25350,         30130,         35270,,
31-9093,Medical equipment preparers,,         41790,       1.9,         12.42,         25830,           0.5,          8.52,          9.86,         11.96,         14.40,         17.00,         17720,         20520,         24880,         29950,         35350,,
31-9094,Medical transcriptionists,,         90380,       1.6,         14.36,         29880,           0.4,          9.96,         11.82,         13.98,         16.66,         19.76,         20710,         24580,         29080,         34640,         41100,,
31-9095,Pharmacy aides,,         46610,       3.3,          9.76,         20310,           1.0,          6.66,          7.58,          9.09,         11.22,         14.18,         13850,         15770,         18900,         23340,         29490,,
31-9096,Veterinary assistants and laboratory animal caretakers,,         69890,       2.1,          9.90,         20590,           0.7,          6.76,          7.81,          9.43,         11.32,         13.77,         14060,         16240,         19610,         23550,         28640,,
31-9099,"Healthcare support workers, all other",,        184200,       1.5,         13.05,         27150,           0.4,          8.41,         10.07,         12.51,         15.56,         18.80,         17490,         20950,         26020,         32370,         39100,,
33-0000,Protective service occupations,major,       3056660,       0.5,         17.19,         35750,           0.9,          7.78,         10.11,         15.00,         22.60,         30.36,         16190,         21030,         31200,         47000,         63150,,
33-1011,First-line supervisors/managers of correctional officers,,         37530,       0.7,         24.37,         50700,           1.0,         14.73,         17.37,         23.35,         29.82,         36.23,         30640,         36130,         48570,         62020,         75350,,
33-1012,First-line supervisors/managers of police and detectives,,         91320,       0.9,         32.33,         67240,           0.8,         18.58,         24.44,         31.52,         39.90,         49.16,         38660,         50840,         65570,         82990,        102260,,
33-1021,First-line supervisors/managers of fire fighting and prevention workers,,         53490,       2.5,         30.06,         62510,           1.2,         17.80,         23.11,         29.25,         35.86,         44.61,         37020,         48060,         60840,         74590,         92780,,
33-1099,"First-line supervisors/managers, protective service workers, all other",,         49330,       1.1,         21.95,         45650,           0.7,         11.68,         14.76,         19.78,         27.60,         35.25,         24280,         30700,         41150,         57410,         73310,,
33-2011,Fire fighters,,        282180,       2.1,         19.43,         40420,           1.1,          9.49,         13.65,         18.80,         24.82,         30.53,         19730,         28390,         39090,         51620,         63510,,
33-2021,Fire inspectors and investigators,,         12820,       2.2,         23.44,         48760,           1.1,         13.62,         17.45,         22.64,         28.57,         35.47,         28340,         36300,         47090,         59420,         73770,,
33-2022,Forest fire inspectors and prevention specialists,,          1720,       4.1,         18.44,         38360,           3.3,          9.34,         11.98,         16.48,         23.47,         31.03,         19430,         24920,         34270,         48830,         64540,,
33-3011,Bailiffs,,         17160,       1.9,         16.90,         35160,           1.3,          8.33,         11.62,         16.25,         21.94,         26.77,         17320,         24170,         33800,         45640,         55690,,
33-3012,Correctional officers and jailers,,        411080,       0.7,         17.60,         36600,           0.5,         11.06,         13.03,         16.39,         21.57,         26.70,         23010,         27100,         34090,         44860,         55530,,
33-3021,Detectives and criminal investigators,,         85270,       1.2,         28.24,         58750,           1.0,         15.83,         20.23,         26.82,         36.25,         42.58,         32920,         42080,         55790,         75410,         88570,,
33-3031,Fish and game wardens,,          6300,       1.5,         20.85,         43360,           0.6,         13.87,         16.64,         20.60,         24.95,         28.33,         28840,         34620,         42850,         51890,         58930,,
