CIP_Code,CIP_Desc,credential_level_tags,year,avg_debt_debt_all_stgp_any_mean,avg_postgrad_earnings,avg_income_a_mean_broad_detailed,weighted_income_a_mean_by_tot_emp,avg_income_a_pct10_broad_detailed,avg_income_a_pct90_broad_detailed,sum_employment_tot_emp
1003,"Animation, Interactive Technology, Video Graphics, and Special Effects.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25138,28828,45663,39588,25708,70048,426290
1003,"Animation, Interactive Technology, Video Graphics, and Special Effects.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,23491,27328,47292,41015,26238,73552,412020
1003,"Animation, Interactive Technology, Video Graphics, and Special Effects.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21787,,48888,42089,27485,75583,382840
1099,"Communications Technologies/Technicians and Support Services, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2016,19167,,,,,,
1099,"Communications Technologies/Technicians and Support Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,17444,25567,,,,,
1099,"Communications Technologies/Technicians and Support Services, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2018,21617,27919,,,,,
1099,"Communications Technologies/Technicians and Support Services, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2019,19481,27570,,,,,
1099,"Communications Technologies/Technicians and Support Services, Other.",Bachelor's Degree|Undergraduate Certificate or Diploma,2020,17860,,,,,,
1101,Artificial Intelligence.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,26342,,117705,141002,60765,155580,385050
1101,Artificial Intelligence.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25361,47640,120660,145021,62565,159180,397920
1101,Artificial Intelligence.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,25478,49246,124530,148525,63600,166710,423860
1101,Artificial Intelligence.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,25425,50551,109822,108878,59266,159091,2111200
1101,Artificial Intelligence.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23504,,112916,113329,61154,163333,2093680
1102,Computer Game Programming.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,27366,,89670,89670,39170,155580,32540
1102,Computer Game Programming.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23821,45095,91590,91590,41270,159180,32230
1102,Computer Game Programming.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,24738,44154,96200,96200,41820,166710,32430
1102,Computer Game Programming.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,25094,45383,86633,82487,43963,138883,416770
1102,Computer Game Programming.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,25478,,88453,84403,45433,142257,394590
1103,Data Processing and Data Processing Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2016,17001,,,,,,
1103,Data Processing and Data Processing Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2017,17569,28238,,,,,
1103,Data Processing and Data Processing Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,17066,30092,,,,,
1103,Data Processing and Data Processing Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,19141,36449,92410,92410,43780,146440,393160
1103,Data Processing and Data Processing Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,18251,,96740,96740,45760,152730,362580
1104,Information Science/Studies.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,28416,,117705,141002,60765,155580,385050
1104,Information Science/Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,27059,52047,120660,145021,62565,159180,397920
1104,Information Science/Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,27292,53158,124530,148525,63600,166710,423860
1104,Information Science/Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,27439,51080,118672,125045,61000,168733,889700
1104,Information Science/Studies.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,27623,,122010,131664,63160,172477,882320
1105,Computer Systems Analysis/Analyst.,Bachelor's Degree|Undergraduate Certificate or Diploma,2016,40560,,89670,89670,39170,155580,32540
1105,Computer Systems Analysis/Analyst.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,37326,53126,91590,91590,41270,159180,32230
1105,Computer Systems Analysis/Analyst.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,34925,56009,96200,96200,41820,166710,32430
1105,Computer Systems Analysis/Analyst.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,36487,53780,94640,93968,50422,148115,958710
1105,Computer Systems Analysis/Analyst.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,34497,,96992,96973,52140,152088,950250
1106,"Data Entry/Microcomputer Applications, General.",Associate's Degree|Undergraduate Certificate or Diploma,2016,16001,,35805,33777,23475,50585,262040
1106,"Data Entry/Microcomputer Applications, General.",Associate's Degree|Undergraduate Certificate or Diploma,2017,17078,,36800,34800,24170,52150,245300
1106,"Data Entry/Microcomputer Applications, General.",Associate's Degree|Undergraduate Certificate or Diploma,2018,19673,25348,37450,35469,24765,53050,228060
1106,"Data Entry/Microcomputer Applications, General.",Associate's Degree|Undergraduate Certificate or Diploma,2019,14551,24556,38350,36436,25615,54025,207390
1106,"Data Entry/Microcomputer Applications, General.",Associate's Degree,2020,10741,,39240,37347,26570,54840,194440
1107,Computer Science.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,24353,,117705,141002,60765,155580,385050
1107,Computer Science.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23874,59485,120660,145021,62565,159180,397920
1107,Computer Science.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,23657,61750,124530,148525,63600,166710,423860
1107,Computer Science.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,23067,60323,105767,111114,55850,151955,1400240
1107,Computer Science.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22610,,108900,116542,57823,156205,1382680
1108,Computer Graphics.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,33951,,83126,99665,43328,110970,742000
1108,Computer Graphics.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,31886,32933,85558,102798,44560,114100,758970
1108,Computer Graphics.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,30782,35243,88098,107040,46040,117720,780630
1108,Computer Graphics.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,30809,36478,96657,109029,50610,138065,1053560
1108,Computer Graphics.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,28457,,99300,115112,52264,141375,1031610
1109,Cloud Computing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,25982,,117705,141002,60765,155580,385050
1109,Cloud Computing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,25813,38131,120660,145021,62565,159180,397920
1109,Cloud Computing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25949,39878,124530,148525,63600,166710,423860
1109,Cloud Computing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,24751,41851,107404,110630,58390,154479,1748560
1109,Cloud Computing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,24285,,110476,115141,60338,158876,1753900
1110,Computer Support Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,29486,,128945,127809,67610,172570,756180
1110,Computer Support Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,24905,36183,131455,129975,67815,176800,795810
1110,Computer Support Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,25301,40181,134225,132667,68965,183430,854270
1110,Computer Support Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,25803,39948,97420,94028,53933,133517,2292320
1110,Computer Support Specialist.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,25026,,100397,97779,55674,137660,2275820
1199,"Computer and Information Sciences and Support Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,22483,,,,,,
1199,"Computer and Information Sciences and Support Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,22292,37644,,,,,
1199,"Computer and Information Sciences and Support Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,21864,44573,,,,,
1199,"Computer and Information Sciences and Support Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,23955,43228,,,,,
1199,"Computer and Information Sciences and Support Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23173,,,,,,
1203,Funeral Direction/Service.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,21448,,48480,53139,26460,73535,29560
1203,Funeral Direction/Service.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20050,33029,50670,54706,26430,77480,29660
1203,Funeral Direction/Service.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,20768,36298,52130,56121,27155,80485,29810
1203,Funeral Direction/Service.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,22753,35666,67893,66477,33193,109287,38730
1203,Funeral Direction/Service.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,22026,,66917,66591,33333,107757,38430
1204,Aesthetician/Esthetician and Skin Care Specialist.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,13719,,35255,29193,18948,56755,521730
1204,Aesthetician/Esthetician and Skin Care Specialist.,Associate's Degree|Undergraduate Certificate or Diploma,2017,13299,15900,35340,29847,18988,57513,536550
1204,Aesthetician/Esthetician and Skin Care Specialist.,Associate's Degree|Undergraduate Certificate or Diploma,2018,13249,17366,36635,30047,19407,59175,575110
1204,Aesthetician/Esthetician and Skin Care Specialist.,Associate's Degree|Undergraduate Certificate or Diploma,2019,13172,17269,39598,31696,20215,63737,589950
1204,Aesthetician/Esthetician and Skin Care Specialist.,Associate's Degree|Undergraduate Certificate or Diploma,2020,12906,,44223,33453,23405,68157,448030
1205,Baking and Pastry Arts/Baker/Pastry Chef.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,20432,,41293,33339,22728,64725,4204230
1205,Baking and Pastry Arts/Baker/Pastry Chef.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,19802,24261,40795,33431,22500,63461,4173610
1205,Baking and Pastry Arts/Baker/Pastry Chef.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,19473,25537,41649,34309,23784,64458,4290110
1205,Baking and Pastry Arts/Baker/Pastry Chef.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,19023,24971,43601,35669,24914,68448,4455640
1205,Baking and Pastry Arts/Baker/Pastry Chef.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,17293,,45283,37283,25388,72312,3790020
1299,"Culinary, Entertainment, and Personal Services, Other.",Undergraduate Certificate or Diploma,2016,10778,,31440,31440,20560,46750,32020
1299,"Culinary, Entertainment, and Personal Services, Other.",Undergraduate Certificate or Diploma,2017,10730,19900,32700,32700,21160,48580,35750
1299,"Culinary, Entertainment, and Personal Services, Other.",Undergraduate Certificate or Diploma,2018,10270,20353,33550,33550,21850,50380,37490
1299,"Culinary, Entertainment, and Personal Services, Other.",Undergraduate Certificate or Diploma,2019,12068,21627,34290,34290,22250,51270,41670
1299,"Culinary, Entertainment, and Personal Services, Other.",Undergraduate Certificate or Diploma,2020,11828,,35310,35310,23440,52020,36800
1301,"Education, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,20924,,70260,70260,32280,118160,58850
1301,"Education, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,21155,29867,72410,72410,32540,122340,60500
1301,"Education, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,21311,32212,73680,73680,32680,124580,60930
1301,"Education, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,21795,33271,74560,74560,31730,128140,61300
1301,"Education, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,22062,,75010,75010,30380,130110,57560
1302,Bilingual and Multilingual Education.,Bachelor's Degree|Post-baccalaureate Certificate,2016,19941,,56343,57082,32533,87007,3676720
1302,Bilingual and Multilingual Education.,Bachelor's Degree|Post-baccalaureate Certificate,2017,20209,50400,57806,58414,33374,89717,3730280
1302,Bilingual and Multilingual Education.,Bachelor's Degree|Post-baccalaureate Certificate,2018,18603,59565,59020,59614,33993,91700,3746870
1302,Bilingual and Multilingual Education.,Post-baccalaureate Certificate,2019,18213,64580,60259,61039,34631,94424,3757550
1302,Bilingual and Multilingual Education.,Bachelor's Degree|Post-baccalaureate Certificate,2020,21488,,61470,62808,34864,96771,3546880
1303,Curriculum and Instruction.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,22802,,67880,66859,33755,109240,206180
1303,Curriculum and Instruction.,Bachelor's Degree|Post-baccalaureate Certificate,2017,25507,49675,69545,68270,34045,111920,217990
1303,Curriculum and Instruction.,Bachelor's Degree|Post-baccalaureate Certificate,2018,26706,45005,70585,69168,34520,113390,224830
1303,Curriculum and Instruction.,Bachelor's Degree,2019,39368,53240,71870,70566,34995,115965,237990
1303,Curriculum and Instruction.,Associate's Degree|Post-baccalaureate Certificate,2020,17554,,72585,71361,34825,117880,232460
1304,Administration of Special Education.,Bachelor's Degree|Post-baccalaureate Certificate,2016,26317,,90578,94613,48300,142842,496950
1304,Administration of Special Education.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2017,24899,37194,92918,96783,49306,146800,512260
1304,Administration of Special Education.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,29170,39685,95050,98682,50960,150650,533890
1304,Administration of Special Education.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,30130,35803,96410,100033,52014,153514,551320
1304,Administration of Special Education.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,25606,,98580,102960,53364,156994,532060
